Name,Seller,Condition,Price,Shipping Cost,Shipping Country,Free Return,Last Item,Best Seller,Buy Now,Generation
📱 Oryginalny odblokowany Apple iPhone 6 16/32/64/128GB IOS12 4G WIFi używany telefon 📱,  firma,Używany ,"152,36  do 339,12 ","34,40", Chiny,False,False,True,False,6
Apple iPhone 6 - 16GB - gwiezdna szarość (bez simlocka) A1586 (CDMA + GSM),  prywatny,Używany ,"225,80 ","68,82", Niemcy,False,False,False,False,6
Apple iPhone 13 Pro - 128GB - złoty (AT&T) A2483 (CDMA + GSM),  prywatny,Używany ,"1 638,20 ","131,82", Stany Zjednoczone,False,False,False,False,13
APPLE IPHONE X 256GB BIANCO ECCELLENTE COME NUOVO GRADO A GARANZIA 12 MESI,  firma,Nowy (inny) ,"984,92 ","40,86", Włochy,True,False,True,False,x
Apple iPhone 12 - 64GB - czarny (AT&T),  firma,Używany ,"958,97 ","167,46", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 - 64GB - czarny (odblokowany) *PRZECZYTAJ OPIS*,  prywatny,Używany ,"938,99 ","109,08", Stany Zjednoczone,False,False,False,False,11
Apple iPhone XR 64GB biały. W komplecie z oryginalnym pudełkiem i papierami!@@,  prywatny,Używany ,"978,33 ","83,06", Wielka Brytania,False,False,False,False,xr
Apple iPhone X 256GB fabrycznie odblokowany AT&T T-Mobile Verizon doskonały stan,  firma,Używany ,"603,35  do 847,09 ","106,09", Stany Zjednoczone,False,False,True,False,x
Apple iPhone 5 - 32GB - Black & Slate (Unlocked) A1429 (GSM) (AU Stock),  prywatny,Używany ,"3,30 ","104,66", Australia,False,False,False,False,5
Apple iPhone 7 Plus 32GB srebrny smartfon iOS sprawdzony towar używany,  firma,Odnowiony ,"559,08 ","38,67", Niemcy,False,False,True,False,7
Apple iPhone 5 A1429 Nero Black 308,  firma,Używany ,"38,71 ","85,98", Włochy,False,False,True,False,5
APPLE iPhone 15 Pro Max 512GB tytan czarny - podatek różnicowy nowy + oryginalne opakowanie,  firma,Fabrycznie nowy ,"5 715,99 ","77,42", Niemcy,False,True,False,True,15
Apple IPHONE 12 256GB niebieski jak nowy Super Grado A z gwarancją 12 miesięcy,  firma,Nowy (inny) ,"1 673,08 ","47,31", Włochy,True,False,True,False,12
Apple iPhone 11 - 64GB - czarny (Metro Szt Network Locked),  firma,Nowy (inny) ,"1 098,82 ","104,53", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 6 16GB srebrny nowy w zapieczętowanym opakowaniu wymiennym Apple,  firma,Fabrycznie nowy ,"430,05 ","64,51", Niemcy,False,False,True,False,6
Apple iPhone 6S 16GB Różowe złoto iOS Zwrot klienta jak nowy neutralny w pudełku,  firma,Odnowiony ,"344,03 ","38,67", Niemcy,True,False,True,False,6s
APPLE IPHONE 14 Plus 128GB (Product) Rouge MQ513YC/A,  firma,Fabrycznie nowy ,"3 436,43 ",Bezpłatna wysyłka za granicę, Włochy,False,False,False,False,14
Apple iPhone XR - 64 128 256 GB - czarny biały czerwony żółty niebieski - 100% bateria,  firma,Używany ,"859,98 ","73,12", Niemcy,False,False,False,False,xr
Apple iPhone 12 - 64GB - czarny (bez simlocka) (Dual SIM),  prywatny,Używany ,"1 333,30 ","62,32", Niemcy,False,False,False,False,12
iPhone 8 Plus,  prywatny,Tylko na części ,"450,00 ","20,00", Polska,False,False,False,False,8
Apple iPhone 11 - 64/128GB - Biały/Czarny (Verizon/Odblokowany) A2111 (CDMA + GSM),  firma,Używany ,"711,23 ","101,69", Stany Zjednoczone,False,False,True,False,11
Apple IPHONE Se - 16GB - Space Grey (without Simlock) A1662 Spacegrey - Grade A+,  firma,Używany ,"221,84 ","73,12", Niemcy,True,False,True,False,se
Apple iPhone 11 Pro kosmiczna szarość 64GB MW9C2LL/A | Klasa A,  firma,Używany ,"1 020,70 ","111,76", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 13 A2482 128GB T-Mobile w dobrym stanie czysty IMEI,  firma,Używany ,"855,04 ","96,62", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 12 256GB czerwony - odblokowany AT&T T-Mobile Verizon GSM 7582682,  firma,Nowy (inny) ,"1 518,37 ","127,90", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 128/256GB - w pełni odblokowany - wszystkie kolory - stan bardzo dobry,  firma,Używany ,"1 057,06  do 1 296,80 ","99,49", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 13 Pro Max - 256GB - Sierra Blue (Odblokowany) (Dual SIM),  prywatny,Używany ,"2 377,44 ","155,83", Stany Zjednoczone,False,False,False,False,13
"iPhone 13, A2482, 128GB, Midnight",  firma,Używany ,"1 498,39 ","170,22", Stany Zjednoczone,False,False,False,False,"13,"
Apple iPhone 8 - 64GB - czarny T-Mobile) A1905 (GSM),  firma,Używany ,"249,69 ","121,07", Stany Zjednoczone,False,False,False,False,8
✔️Apple iPhone 11 - 256GB Czarny (FABRYCZNIE ODBLOKOWANY) Dla WSZYSTKICH/DOWOLNYCH operatorów iOs 13.4.1,  firma,Używany ,"994,93 ","135,53", Stany Zjednoczone,False,False,False,False,11
GSM ODBLOKOWANY 64GB iPhone SE 3. GENERACJI 2022 A2595 MMX53LL/A & GWARANCJA APPLE 17.2.1,  firma,Używany ,"779,12 ","118,07", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 12 128GB Odblokowany,  firma,Używany ,"1 037,01 ","104,12", Wielka Brytania,True,False,False,False,12
Apple iPhone 1. generacji - 8GB - czarny A1203 - BEZ ZASILANIA - (C1:4),  firma,Tylko na części ,"147,20 ","145,33", Stany Zjednoczone,False,False,False,False,1.
APPLE IPHONE 15 PRO 128GB 8 GB RAM DISPLAY 6.1 BLUE,  firma,Fabrycznie nowy ,"4 869,13 ","64,51", Włochy,True,False,True,False,15
Smartfon Apple iPhone 13 128GB odblokowany,  firma,Używany ,"1 328,53 ","104,12", Wielka Brytania,True,False,False,False,13
Apple iPhone 12 mini - 64GB - biały (Verizon) (Dual SIM),  prywatny,Używany ,"755,19 ","161,07", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 7- 32GB- czerwony (odblokowany) A1660,  prywatny,Używany ,"47,91 ","142,04", Stany Zjednoczone,False,False,False,False,7-
"iPhone 6S, 32GB, używany, ok odblokowany, odblokowany",  prywatny,Używany ,"214,62 ","51,61", Niemcy,False,False,False,False,"6s,"
Apple iPhone 5C 16GB biały używany w pełni funkcjonalny simlock bez iOS 10.3.3,  prywatny,Używany ,"86,02 ","64,51", Niemcy,False,False,False,False,5c
Apple iPhone 12 - 128GB - zielony CLARO MOBILE AMERICA MOVIL GSM Gwarancja LTE,  firma,Używany ,"998,73 ","101,29", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 15 Pro Max fizyczna taca na karty SIM czarna tytanowa 256GB fron japonia,  firma,Fabrycznie nowy ,"6 792,65 ",Bezpłatna wysyłka za granicę, Japonia,True,False,True,False,15
Apple iPhone 5 16GB biały i srebrny (odblokowany) A1429 uszkodzony,  firma,Tylko na części ,"84,91 ","52,28", Wielka Brytania,False,False,False,False,5
Apple iPhone SE 2. Gen - 64GB - Czarna bateria:90% Stan: Dobry,  firma,Używany ,"511,82 ","107,52", Niemcy,False,False,True,False,se
Apple iPhone XS 256GB gwiezdna szarość,  firma,Odnowiony ,"1 182,77 ","64,51", Niemcy,False,False,True,False,xs
Apple iPhone 6s 64GB odblokowany reset fabryczny,  prywatny,Używany ,"59,94 ","171,18", Stany Zjednoczone,False,False,False,False,6s
Apple iPhone 13 128GB odblokowany - dobry,  firma,Używany ,"1 398,46 ","124,03", Stany Zjednoczone,False,False,True,False,13
Apple iPhone 4S 8 16 32 64GB IOS 6.1.3 biały czarny odblokowany do wszystkich sieci,  firma,Nowy (inny) ,"147,44  do 388,26 ","44,23", Chiny,False,False,True,False,4s
Apple iPhone 4 A1332 16GB czarny bez simlocka,  prywatny,Tylko na części ,"215,01 ","60,21", Niemcy,False,False,False,False,4
Apple iPhone 12 Pro - 128GB - grafitowy (odblokowany) (Dual SIM),  prywatny,Używany ,"1 594,28 ","130,38", Stany Zjednoczone,False,False,False,False,12
Używany Apple iPhone 8 - 64GB - gwiezdna szarość - odblokowany - zobacz opis,  prywatny,Używany ,"76,36 ","143,95", Stany Zjednoczone,False,False,False,False,8
Apple iPhone 14 Pro 512GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7577967,  firma,Używany ,"2 657,14 ","164,94", Stany Zjednoczone,False,False,False,False,14
Apple iPhone 12 Pro - 256GB - srebrny (odblokowany) A2341 (CDMA + GSM),  prywatny,Używany ,"1 798,07 ","127,26", Stany Zjednoczone,False,False,False,False,12
iPhone 4s 16GB Logic Board Motherboard Unlocked Working!,  firma,Używany ,"64,47 ","43,01", Litwa,False,True,True,True,4s
Apple iPhone 12 biały 64GB odblokowany A2403 iOS 16.3 BattHealth 93% (Nowy ekran),  firma,Używany ,"1 399,28 ","64,97", Wielka Brytania,False,False,False,False,12
Apple iPhone 12 - 64GB - Czerwony T-MOBILE GSM Gwarancja LTE KLASA B,  firma,Nowy (inny) ,"938,79 ","99,33", Stany Zjednoczone,False,False,False,False,12
iPhone 8 - 64GB - odblokowany (Przeczytaj opis) BI1319,  firma,Używany ,"103,89 ","88,81", Stany Zjednoczone,False,False,True,False,8
Apple iPhone 13 Pro - 128GB - Sierra Blue (Xfinity) (Single SIM),  prywatny,Używany ,"1 598,28 ","188,44", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 12 - 128GB - fioletowy (odblokowany) (Pojedyncza karta SIM),  prywatny,Używany ,"998,93 ","145,40", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 15 Pro 128GB Odblokowany AT&T T-Mobile Verizon Stan bardzo dobry,  firma,Odnowiony ,"3 256,30 ","184,40", Stany Zjednoczone,False,False,True,False,15
Apple iPhone 13 128GB Midnight Odblokowany Dobry stan,  firma,Odnowiony ,"1 398,46 ","114,28", Stany Zjednoczone,False,False,True,False,13
Apple iPhone 11 - 128GB - wersja odblokowana AT&T Cricket T-Mobile - bardzo dobry!,  firma,Używany ,"779,16  do 938,79 ","109,08", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 5 16GB czarny IOS smartfon neutralny w pudełku stan akceptowalny,  firma,Odnowiony ,"301,03 ","38,67", Niemcy,True,False,True,False,5
Apple iPhone XS - 64GB - gwiezdna szarość (O2) A2097 (GSM),  prywatny,Używany ,"374,82 ","81,56", Wielka Brytania,False,False,False,False,xs
Apple iPhone XS Max - 256GB - czarny gwiezdny szary - odblokowany - dobry stan,  prywatny,Używany ,"923,77 ","108,60", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone 12 64/128GB Sieć odblokowana (CDMA + GSM) W idealnym stanie,  firma,Używany ,"855,08  do 1 294,61 ","96,62", Stany Zjednoczone,False,False,True,False,12
"iPhone 8, używany, 64GB, OK",  prywatny,Używany ,"472,68 ","51,61", Niemcy,False,False,False,False,"8,"
Apple iPhone 12 64GB A2172 🔋 100% biustonosz zablokowany - tylko do telefonu komórkowego Boost - PRZECZYTAJ,  firma,Używany ,"838,90 ","145,96", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 - 64GB - fioletowy (odblokowany) ***PRZECZYTAJ***,  firma,Używany ,"599,36 ","132,82", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 14 Pro - 128GB 256GB 512GB 1TB - bez simlocka - dobry,  firma,Odnowiony ,"3 628,56  do 4 509,91 ",Bezpłatna wysyłka za granicę, Niemcy,True,False,False,False,14
Apple iPhone 14 Pro 128GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7579576,  firma,Używany ,"2 417,40 ","157,15", Stany Zjednoczone,False,False,False,False,14
Apple iPhone 8 - 256GB - gwiezdna szarość (odblokowany) A1863 (CDMA + GSM),  firma,Używany ,"243,74 ","119,11", Stany Zjednoczone,False,False,False,False,8
IPHONE X Reconditionné Super 64 GB Argent Silver Apple + Garantie 1 Année,  firma,Odnowiony ,"894,60 ","12,90", Włochy,False,False,False,False,x
Apple iPhone SE 2. generacji-64G (w pełni odblokowany) Doskonały stan. (CDMA +GSM),  prywatny,Używany ,"319,66 ","124,71", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 12 (PRODUKT) CZERWONY - 64GB (odblokowany) *** Bez identyfikatora twarzy***,  firma,Używany ,"699,25 ","136,05", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 - A2111 - 64GB - czarny - odblokowany (AP1W),  firma,Używany ,"699,25 ","133,90", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 13 mini 256GB biały - odblokowany AT&T T-Mobile Verizon GSM 7583338,  firma,Używany ,"1 338,56 ","122,07", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 6s - 32GB - złoty (odblokowany) A1688 (CDMA + GSM),  firma,Używany ,"75,92 ","139,77", Stany Zjednoczone,False,False,False,False,6s
Apple iPhone 12 - 64GB - czarny (odblokowany) A2403 (CDMA + GSM),  prywatny,Używany ,"974,54 ","99,95", Wielka Brytania,False,False,False,False,12
99% N ew Apple iphone 6S -64GB -srebrny odblokowany smartfon 4G,  firma,Używany ,"459,51 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,6s
Apple iPhone 12 Pro 128GB kosmiczna szarość prosta rozmowa telefon,  firma,Używany ,"1 678,19 ","133,10", Stany Zjednoczone,False,False,False,False,12
APPLE IPHONE 12 256GB NERO ECCELLENTE COME NUOVO GRADO A GARANZIA 12 MESI,  firma,Nowy (inny) ,"1 673,08 ","47,31", Włochy,True,False,True,False,12
Złamany APPLE IPHONE 7 32GB CZARNY Odblokowany ZABLOKOWANY,  prywatny,Tylko na części ,"51,90 ","128,18", Stany Zjednoczone,False,False,False,False,7
"Smartfon Apple iPhone 12 6,1 cala (15,49 cm) 128GB biały",  firma,Używany ,"1 333,26 ","42,97", Niemcy,False,True,True,True,12
Apple iPhone 12 Pro Pacific Blue 256GB Verizon Odblokowany - Zamienny tył,  firma,Używany ,"1 438,41 ","115,60", Stany Zjednoczone,False,False,True,False,12
Apple IPHONE Xs 64GB Silver Ricondiz. Super Message Batterie Remplacé,  firma,Używany ,"1 109,65 ","12,90", Włochy,False,False,False,False,xs
Timberland EK Grant Hiker Oxford Młodsi chłopcy Młodzież Dziecięce buty do kostek 2372R B29A,  prywatny,Fabrycznie nowy ,"3 498,29 ","205,00", Wielka Brytania,False,False,False,False,
Apple iPhone 12 (PRODUKT) CZERWONY - 64GB (odblokowany),  prywatny,Używany ,"719,23 ","87,91", Chorwacja,False,False,False,False,12
Apple iPhone XR 64GB biały,  firma,Odnowiony ,"739,77 ","64,51", Niemcy,False,False,True,False,xr
Apple iPhone SE 3. generacji (2022) 64GB odblokowany biały - świetny stan! 🔥,  firma,Używany ,"758,98 ","103,25", Stany Zjednoczone,False,False,False,False,se
Telefon Apple iPhone XR 64gb - czarny - Ref 501213,  firma,Używany ,"599,66 ","110,00", Wielka Brytania,False,False,False,False,xr
Apple iPhone 15 - 128GB - zielony (bez simlocka),  firma,Fabrycznie nowy ,"3 173,13 ","128,60", Niemcy,False,False,False,False,15
Apple iPhone 6S biały A1688 smartfon S0187,  firma,Tylko na części ,"98,88 ","42,97", Niemcy,False,False,False,False,6s
Apple iPhone XS Max - 512GB - Złoty FABRYCZNIE ODBLOKOWANY GSM Gwarancja Globalny GSM,  firma,Nowy (inny) ,"1 158,55 ","106,49", Stany Zjednoczone,False,False,False,False,xs
NOWY Apple iPhone SE 2. Gen - 64GB - biały (bez simlocka) ✔️24 miesiące gwarancji oryginalne opakowanie,  firma,Fabrycznie nowy ,"1 075,24 ","21,46", Szwajcaria,False,False,False,False,se
Apple iPhone 6 - 32GB - srebrny (odblokowany),  prywatny,Tylko na części ,"51,60 ","150,54", Stany Zjednoczone,False,False,False,False,6
Apple iPhone 12 - czarny - 64GB - AT&T (0502A),  firma,Używany ,"994,93 ","135,53", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 Pro - 128GB - grafitowy (odblokowany) A2341 (CDMA + GSM),  prywatny,Używany ,"1 598,28 ","120,79", Stany Zjednoczone,False,False,False,False,12
Apple iPhone XR 64GB czarny smartfon odblokowany dobry stan,  firma,Używany ,"795,14 ","90,98", Stany Zjednoczone,False,False,True,False,xr
Apple iPhone 15 - 128GB - Czarny (TYLKO AT&T / KRYKIET) - 100% BATT -ŚWIETNY STAN,  firma,Używany ,"2 097,74 ","189,72", Stany Zjednoczone,False,False,False,False,15
Apple iPhone 6 64gb srebrny (odblokowany),  prywatny,Używany ,"3,96 ","131,17", Stany Zjednoczone,False,False,False,False,6
APPLE IPHONE 12 256GB BLU COME NUOVO ECCELLENTE GRADO A CON GARANZIA 12 MESI,  firma,Nowy (inny) ,"1 673,08 ","47,31", Włochy,True,False,True,False,12
Apple iPhone 12 128GB odblokowany - biały w dobrym stanie,  prywatny,Używany ,"1 318,54 ","155,79", Stany Zjednoczone,False,False,False,False,12
iPhone 13 Pro Max 128gb odblokowany z etui przeczytaj opis,  prywatny,Używany ,"1 953,90 ","200,02", Stany Zjednoczone,False,False,False,False,13
Apple iPhone XR - Heavy Wear - Odnowiony - Wszystkie rozmiary i kolory - Odblokowany,  firma,Odnowiony ,"499,76 ","96,70", Wielka Brytania,False,False,False,False,xr
Apple iPhone 7 - 128GB czarny - Odblokowany smartfon Jet Black iPhone 7 128GB,  prywatny,Używany ,"299,81 ","112,45", Wielka Brytania,False,False,False,False,7
Apple iPhone 14 256GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7582759,  firma,Używany ,"2 057,79 ","145,44", Stany Zjednoczone,False,False,False,False,14
Apple iPhone 12 128GB - Verizon - niebieski - stan używany,  prywatny,Używany ,"998,93 ","135,65", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 64gb czerwony odblokowany,  prywatny,Używany ,"815,12 ","105,05", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 5 - 32GB - czarny i łupkowy A1428 ,  prywatny,Używany ,"75,92 ","142,43", Stany Zjednoczone,False,False,False,False,5
Apple iPhone 11 64GB czarny odblokowany A2111 ładny stan,  prywatny,Używany ,"799,10 ","126,62", Stany Zjednoczone,False,False,False,False,11
Apple iPhone SE 2020 - A2275 - 64GB - Czarny - Odblokowany (AP1Z),  firma,Używany ,"315,66 ","121,43", Stany Zjednoczone,False,False,False,False,se
90%N ew Apple iphone 5c niebieski 8-16-32GB W pełni odblokowany (dowolny operator) dobry,  firma,Używany ,"147,39  do 176,88 ","24,13", Chiny,True,False,False,False,5c
Apple iPhone 4 - czarny A1332 - czarny działający,  firma,Używany ,"59,97 ","64,87", Wielka Brytania,False,False,False,False,4
Apple iPhone 6 - 64GB - gwiezdna szarość (odblokowany),  prywatny,Używany ,"27,65 ","130,78", Stany Zjednoczone,False,False,False,False,6
Smartfon Apple iPhone 5s złoty 64GB - odblokowany - W PEŁNI DZIAŁAJĄCY,  prywatny,Używany ,"194,86 ","99,90", Wielka Brytania,False,False,False,False,5s
"UŻYWANY W PEŁNI FUNKCJONALNY GSM ODBLOKOWANY CZARNY iPhone 11, 64GB A2111 MH8D3LL / A 17.0.2",  firma,Używany ,"859,04 ","120,67", Stany Zjednoczone,False,False,False,False,"11,"
Apple iPhone 12 Pro czarny odblokowany szerokokątny ekran dotykowy smartfon 256GB,  firma,Używany ,"1 698,13 ","133,78", Stany Zjednoczone,False,False,False,False,12
Fair - Apple iPhone 12 mini 64GB Czarny (Odblokowany - Verizon) Smartfon Darmowa wysyłka,  firma,Używany ,"759,14 ","103,25", Stany Zjednoczone,False,False,False,False,12
Apple IPHONE 11 128GB Rot Ricondiz. Super Message Batterie Ersetzt,  firma,Odnowiony ,"1 541,68 ","13,55", Włochy,False,False,False,False,11
Apple A1984 iPhone XR 64GB - biały - odblokowany,  prywatny,Używany ,"619,33 ","88,94", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone 7 32GB złoty (odblokowany) 83% batt zdrowie świetny stan (6),  prywatny,Używany ,"299,86 ","59,67", Wielka Brytania,False,False,False,False,7
Apple iPhone 13 256GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7582608,  firma,Używany ,"1 538,34 ","128,58", Stany Zjednoczone,False,False,False,False,13
Apple iPhone XR - 64GB - biały (odblokowany) (Dual SIM) kilka drobnych zadrapań,  prywatny,Nowy (inny) ,"799,14 ","108,32", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone 7 A1778 32GB - czarny uszkodzony na części,  prywatny,Tylko na części ,"84,91 ","52,28", Wielka Brytania,False,False,False,False,7
Apple iPhone 11 - 64GB czarny - fabrycznie odblokowany (GSM + CDMA),  firma,Używany ,"799,02 ","94,82", Stany Zjednoczone,False,False,True,False,11
"Apple iPhone SE 16GB, kosmiczna szarość, doskonały stan",  prywatny,Używany ,"214,85 ","74,16", Wielka Brytania,False,False,False,False,se
Apple iPhone 13 Pro - 256GB - złoty (odblokowany) - w dobrym stanie,  firma,Używany ,"1 935,72 ","131,74", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 8 - 64GB - gwiezdna szarość (Verizon) A1863 (CDMA + GSM),  prywatny,Używany ,"159,83 ","116,91", Stany Zjednoczone,False,False,False,False,8
Apple iPhone SE 3. generacji 128GB 256GB Verizon AT&T T-Mobile odblokowany (doskonały),  firma,Używany ,"785,12  do 1 518,33 ","94,34", Stany Zjednoczone,False,False,True,False,se
Apple iPhone 12 - 64GB - biały (Verizon),  prywatny,Używany ,"795,14 ","152,12", Stany Zjednoczone,False,False,False,False,12
ŁADNIE UŻYWANY GSM ODBLOKOWANY 64GB iPhone SE 3. GENERACJI 2022 A2595 MMX53LL/A iOS 17.2.1,  firma,Używany ,"759,14 ","117,43", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 12 128gb odblokowany,  firma,Używany ,"1 078,65 ","104,12", Wielka Brytania,True,False,False,False,12
Telefon Apple iPhone XR 64gb - czarny - Ref 501213,  firma,Używany ,"599,66 ","110,00", Wielka Brytania,False,False,False,False,xr
Apple iPhone 12 Mini A2176 64GB biały tylko AT&T iOS - doskonały,  firma,Używany ,"815,12 ","95,34", Stany Zjednoczone,False,True,True,True,12
Apple iPhone 8 - 64GB/128GB/256GB - Wszystkie kolory - ODBLOKOWANY - Używany,  firma,Używany ,"399,76 ","63,12", Wielka Brytania,False,False,False,False,8
Nowy zapieczętowany Apple iPhone SE 2 2. generacji 64GB do prostej rozmowy / Total od Verizon,  firma,Fabrycznie nowy ,"479,44 ","87,75", Stany Zjednoczone,False,False,True,False,se
Apple iphone 6S 16GB 32GB 64GB 128GB + GARANZIA USATO RICONDIZIONATO grado A,  firma,Odnowiony ,"554,83  do 597,84 ","64,51", Włochy,False,False,True,False,6s
Apple iPhone 12 mini - 128GB - czarny (Odblokowany) (Dual SIM),  prywatny,Używany ,"994,93 ","110,92", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 Pro 512GB biały - odblokowany AT&T T-Mobile Verizon GSM 7580115,  firma,Używany ,"1 438,45 ","125,31", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 13 Pro 512GB grafitowy odblokowany w dobrym stanie,  firma,Używany ,"1 997,81 ","133,78", Stany Zjednoczone,False,True,True,True,13
Apple iPhone 12 biały A2172 64GB odblokowany ***Zobacz zdjęcia***,  prywatny,Używany ,"1 118,76 ","185,12", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 Pro - 512GB - gwiezdna szarość fabrycznie odblokowana globalna gwarancja GSM,  firma,Nowy (inny) ,"1 358,34 ","122,71", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 8 Plus różowe złoto IOS smartfon uszkodzony pęknięty,  firma,Tylko na części ,"87,91 ","52,38", Wielka Brytania,False,True,True,True,8
Apple iPhone SE (2020) A2275 - 64GB - czarny (odblokowany),  firma,Używany ,"315,66 ","131,18", Stany Zjednoczone,False,False,False,False,se
Świetny Apple iPhone 11 - 128GB - czarny (odblokowany) A2111 (CDMA + GSM) MHC43LL/A,  prywatny,Używany ,"998,89 ","101,29", Stany Zjednoczone,False,False,True,False,11
APPLE IPHONE XR 64GB CZARNY,  firma,Tylko na części ,"499,76 ","66,57", Wielka Brytania,False,False,False,False,xr
Słaby - Apple iPhone 11 64GB - Czarny (Odblokowany - Verizon) ZOBACZ INFORMACJE - Darmowa wysyłka,  firma,Używany ,"711,19 ","91,94", Stany Zjednoczone,False,False,False,False,11
Czarny iPhone 8 Plus (A1897) dobry stan kosmetyczny apple id hasło zablokowane,  prywatny,Tylko na części ,"4,95 ","68,77", Wielka Brytania,False,False,False,False,8
Apple iPhone XR - 256GB - czarny (odblokowany) (MT3D2LL/A),  prywatny,Używany ,"579,38 ","132,66", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone 13 - 128GB odblokowany niebieski - dobry stan,  prywatny,Używany ,"1 598,24 ","172,85", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 11 (PRODUKT) CZERWONY - 64GB (AT&T) A2111 (CDMA + GSM),  prywatny,Używany ,"699,25 ","135,65", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 4s - 16GB - czarny (EE) A1387 (CDMA + GSM),  firma,Używany ,"84,91 ","52,28", Wielka Brytania,False,False,False,False,4s
Apple iPhone 12 64GB - zielony (odblokowany) i z oryginalnym pudełkiem,  prywatny,Używany ,"1 149,45 ","89,01", Wielka Brytania,False,False,False,False,12
"Apple iPhone 11 128GB biały 6,1"" 4G - nieużywany - gwarancja Apple marzec 2025",  firma,Fabrycznie nowy ,"1 744,17 ","109,50", Wielka Brytania,False,False,False,False,11
iPhone 11 - 128GB - żółty - w pełni odblokowany (Przeczytaj opis) BB7,  firma,Używany ,"619,33 ","126,18", Stany Zjednoczone,False,False,False,False,11
Apple iPhone X - 64GB - (Unlocked),  prywatny,Używany ,"584,77 ","159,61", Kanada,False,False,False,False,x
Apple iPhone 6 - silver - 16gb - UNLOCKED,  prywatny,Używany ,"253,76 ","51,61", Włochy,False,False,False,False,6
Apple iPhone 7 - 128GB srebrny (odblokowany) A1778 (GSM) pęknięty odczyt,  firma,Tylko na części ,"124,94 ","53,62", Wielka Brytania,False,False,False,False,7
"Smartfon Apple iPhone 12 6,1 cala (15,49 cm) 128GB niebieski",  firma,Używany ,"1 333,26 ","42,97", Niemcy,False,False,True,False,12
Apple iPhone 11 64GB 128GB W pełni odblokowany CDMA + GSM dobry stan,  firma,Używany ,"719,23 ","101,93", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 11 64GB fioletowy AT&T stan bardzo dobry,  firma,Używany ,"679,23 ","90,90", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 6 64gb srebrny (odblokowany),  prywatny,Używany ,"5,15 ","131,22", Stany Zjednoczone,False,False,False,False,6
Biały IPHONE 11 (AS IS TYLKO CZĘŚCI) - Brakujący przedni ekran lcd bez zwrotów,  prywatny,Tylko na części ,"155,35 ","91,34", Stany Zjednoczone,False,False,False,False,11
Oryginalny kabel Apple typu C / USB C do Lightning nieużywany................,  prywatny,Używany ,"599,71 ","78,01", Wielka Brytania,False,False,False,False,
iPhone 12 - ATT - 64GB - czarny - uczciwy,  firma,Używany ,"803,14 ","94,94", Stany Zjednoczone,False,True,True,True,12
Apple iPhone 13 128GB (A2482) Midnight (AT&T) PRZECZYTAJ PONIŻEJ,  firma,Tylko na części ,"998,73 ","101,29", Stany Zjednoczone,False,False,True,False,13
Apple iPhone 6S - A1688 - 64GB - czarny - odblokowany (AP1O),  firma,Używany ,"115,88 ","141,40", Stany Zjednoczone,False,False,False,False,6s
Apple iPhone 11 128GB - czarny (odblokowany) A2111,  prywatny,Używany ,"879,01 ","107,12", Stany Zjednoczone,False,False,False,False,11
